EVENT_DATE,EVENT_TYPE,SUB_EVENT_TYPE,ACTOR1,ACTOR2,LOCATION,LATITUDE,LONGITUDE,SOURCE_SCALE,FATALITIES
30-June-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Pontes e Lacerda,-15.231,-59.336,National,1
05-March-2018,Riots,Mob violence,Rioters (Brazil),Civilians (Brazil),Paulista,-7.941,-34.873,Subnational,0
04-February-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
13-January-2018,Battles,Armed clash,Unidentified Gang (Brazil),Unidentified Gang (Brazil),Sao Luiz,1.014,-60.036,Subnational,1
21-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
05-October-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang and/or Police Militia,Rio de Janeiro - North Zone,-22.857,-43.301,National,1
28-November-2018,Battles,Armed clash,TCP: Pure Third Command,Military Forces of Brazil (2016-2018) Military Police,Rio de Janeiro - North Zone,-22.857,-43.301,National,1
25-March-2018,Battles,Armed clash,CV: Red Command,PCC: First Capital Command,Rio Largo,-9.478,-35.853,National,1
16-February-2018,Battles,Armed clash,Unidentified Gang (Brazil),Military Forces of Brazil (2016-2018) Military Police,Salvador,-12.971,-38.511,National,3
03-October-2018,Protests,Protest with intervention,Protesters (Brazil),Military Forces of Brazil (2016-2018) Military Police,Mocajuba,-2.583,-49.506,National,0
16-February-2018,Strategic developments,Looting/property destruction,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Nova Andradina,-22.233,-53.343,Subnational,0
25-July-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Natal,-5.795,-35.209,Subnational,1
26-August-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,GDE: Guardians of the State,Fortaleza,-3.717,-38.543,Subnational,0
21-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Teofilo Otoni,-17.866,-41.509,National,1
06-October-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
08-February-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Cruzeiro do Sul,-7.626,-72.678,National,0
16-February-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Manaus,-3.102,-60.025,Subnational,1
13-March-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Maceio,-9.666,-35.735,Subnational,1
10-May-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Porto Real,-22.417,-44.298,New media,0
03-June-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Rio Branco,-9.975,-67.81,Subnational,0
17-February-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - South Zone,-22.966,-43.199,New media,0
05-May-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Santa Cruz do Capibaribe,-7.948,-36.206,National,1
21-February-2018,Violence against civilians,Abduction/forced disappearance,Unidentified Armed Group (Brazil),Civilians (Brazil),Japoata,-10.347,-36.8,Subnational,0
13-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Sao Goncalo,-22.827,-43.054,Subnational,1
23-November-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - Central Zone,-22.906,-43.182,New media,0
12-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Araguaina,-7.191,-48.207,Subnational,1
08-July-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Feira de Santana,-12.267,-38.967,Subnational,1
17-January-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Castanhal,-1.294,-47.926,National,1
14-April-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Niteroi,-22.883,-43.104,New media,0
20-August-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Santa Rita,-7.114,-34.978,Subnational,0
21-April-2018,Violence against civilians,Sexual violence,Unidentified Gang and/or Police Militia,Civilians (Brazil),Tangara da Serra,-14.612,-57.49,National,1
01-July-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Nova Friburgo,-22.282,-42.531,New media,0
03-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Sao Carlos,-22.017,-47.891,New media,0
28-March-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Bom Despacho,-19.741,-45.254,National,1
17-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Natal,-5.795,-35.209,National,1
19-February-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Barro Preto,-14.806,-39.474,National,2
10-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Belford Roxo,-22.764,-43.399,New media,0
05-May-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Feira de Santana,-12.267,-38.967,Subnational,1
03-August-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Teresina,-5.089,-42.802,National,1
25-March-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Marica,-22.917,-42.818,Subnational,5
09-November-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Feira de Santana,-12.267,-38.967,Subnational,1
25-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Juiz de Fora,-21.763,-43.35,National,0
22-April-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Floriano,-6.773,-43.012,National,1
29-December-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Niteroi,-22.883,-43.104,New media,0
26-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - Central Zone,-22.906,-43.182,New media,0
09-January-2018,Battles,Armed clash,Unidentified Gang (Brazil),Military Forces of Brazil (2016-2018),Mariana Pimentel,-30.352,-51.584,Subnational,0
10-February-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Itaperuna,-21.204,-41.889,National,1
03-September-2018,Battles,Armed clash,Unidentified Gang (Brazil),Military Forces of Brazil (2016-2018) Military Police,Camacari,-12.698,-38.324,National,1
09-January-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018),Florianopolis,-27.597,-48.549,National,0
23-July-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Jaboatao dos Guararapes,-8.171,-34.921,Other-National,1
03-September-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Sao Goncalo,-22.827,-43.054,National,1
11-December-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Porto Nacional,-10.706,-48.41,Subnational,1
22-October-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Manaus,-3.102,-60.025,National,1
02-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - Central Zone,-22.906,-43.182,New media,0
14-August-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Porto Velho,-8.762,-63.904,National,0
06-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Rio Verde,-17.798,-50.933,Subnational-National,1
30-May-2018,Battles,Armed clash,PCC: First Capital Command,CV: Red Command,Campo Grande,-20.443,-54.646,Subnational,1
23-November-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang (Brazil),Macapa,0.039,-51.066,National,0
03-August-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang and/or Police Militia,Sao Goncalo,-22.827,-43.054,Subnational,1
08-June-2018,Strategic developments,Looting/property destruction,PCC: First Capital Command,Civilians (Brazil),Itanhandu,-22.296,-44.937,National,0
19-October-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Military Forces of Brazil (2016-2018) Military Police,Belem,-1.444,-48.473,National,1
08-May-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Angra dos Reis,-23.007,-44.318,New media,0
25-August-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Duque de Caxias,-22.786,-43.312,New media,0
23-December-2018,Battles,Armed clash,ADA: Amigos dos Amigos,CV: Red Command,Niteroi,-22.883,-43.104,Subnational,0
02-August-2018,Strategic developments,Looting/property destruction,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang (Brazil),Goianinha,-6.265,-35.212,National,0
24-March-2018,Battles,Armed clash,Unidentified Gang and/or Police Militia,Unidentified Gang and/or Police Militia,Miracema,-21.412,-42.196,National,0
18-August-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Pio IX,-6.835,-40.615,National,1
13-June-2018,Violence against civilians,Attack,Unidentified Gang (Brazil),Civilians (Brazil),Sao Jose dos Campos,-23.179,-45.887,National,1
11-July-2018,Battles,Armed clash,Military Forces of Brazil (2016-2018) Military Police,Unidentified Gang and/or Police Militia,Petropolis,-22.512,-43.177,National,1
15-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Rio de Janeiro - North Zone,-22.857,-43.301,New media,0
26-January-2018,Battles,Armed clash,Unidentified Gang (Brazil),Private Security Forces (Brazil),Teotonio Vilela,-9.906,-36.358,Subnational-National,0
25-March-2018,Strategic developments,Looting/property destruction,CV: Red Command,Civilians (Brazil),Fortaleza,-3.717,-38.543,Subnational,0
27-June-2018,Battles,Armed clash,Unidentified Armed Group (Brazil),Unidentified Armed Group (Brazil),Angra dos Reis,-23.007,-44.318,New media,0
10-January-2018,Violence against civilians,Attack,Unidentified Armed Group (Brazil),Civilians (Brazil),Salvador,-12.971,-38.511,National,2
31-August-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Fortaleza,-3.717,-38.543,National,1
27-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Santa Rita,-7.114,-34.978,Subnational,1
05-January-2018,Violence against civilians,Attack,Unidentified Gang and/or Police Militia,Civilians (Brazil),Sao Goncalo,-22.827,-43.054,National,1
